image,free_places,occupied_places,total_places
2026-03-03_0634.jpg,31,6,37
2026-03-03_0734.jpg,21,16,37
2026-03-03_0834.jpg,4,33,37
2026-03-03_0934.jpg,3,34,37
2026-03-03_1034.jpg,9,28,37
2026-03-03_1134.jpg,5,32,37
2026-03-03_1234.jpg,3,34,37
2026-03-03_1335.jpg,3,34,37
2026-03-03_1435.jpg,3,34,37
2026-03-03_1535.jpg,9,28,37
2026-03-03_1635.jpg,18,19,37
2026-03-03_1735.jpg,22,15,37
2026-03-03_1835.jpg,37,0,37
